Cell,'Hmga2','Ascl1','Fos','Atf3','Hmga1','Eno1','Hes6','Trp53','Egr1','Zfp36l2','Sox11','Zfp57','Lyar','Ncoa1','Ets1','Zfp238','Prrx1','Lrrfip1','Klf6','Ebf1','Fosl1','Tfdp1','Id2','Zfp207','Bola2','Smarcb1','Phb','Jun','Aebp1','Phf5a','Plagl1','Nfkbia','Snai2','Tsc22d3','Tgif1','Fosb','Rorc','Maf','Tet2','Ezh2','Ddit3','Hbp1','Myc','Tcf19','Nfic','Ssrp1','Zmat5','Sox9','Zfp260','Stat6','Phb2','Scx','Bola3','Atf4','Zbtb20','Csda','Tcf12','Foxp2','Tcf4','Matr3','Fubp1','Tsc22d1','Atoh8','Mef2a','Creb3','Nono','Noc4l','Tax1bp3','Cenpt','Maf1','Sp1','Stat1','Sfpq','Zfp317','Nr1d1','Fosl2','Gatad1','Dnajc2','Foxs1','Mef2c','Kdm5b','Nfe2l1','Pcbp1','Irf9','Khsrp','Nfyb','Nfia','Creb3l1','Pcbp2','Mier1','Klf4','Rela','Mkx','Junb','Nr2f2','Dnmt3a','Runx1t1','Klf10','Zeb2','Zfhx4'
"'""MEF""'",8.4219,0,0,0,3.559,6.0949,0,6.7259,0,1.8285,0,4.298,5.1765,0,5.7133,0,5.2615,6.6379,4.5402,6.1776,3.4186,5.6065,7.2025,7.3673,7.896,5.3155,5.2553,0.44106,2.4929,5.0978,0,4.7125,1.8924,0,0,0,0,0,0,3.6371,2.7781,0,2.9962,3.09,2.0993,3.6222,4.1517,4.3152,3.5999,5.2592,5.0851,0,4.6426,5.0437,3.161,6.2133,1.3082,1.4471,1.2914,6.283,4.0356,6.9126,2.023,0,7.4544,5.4707,4.2351,6.9801,2.6831,2.7424,3.9388,3.1535,4.6645,5.0333,1.9603,2.4306,7.2829,4.1649,3.5853,0,0.0018712,3.3586,5.9572,0,4.4424,2.3677,3.4993,0,6.209,4.4157,4.8746,1.1055,0,0,3.9899,2.3766,0,5.9592,3.8866,0
"'""MEF""'",7.9848,0,1.9188,0,6.1574,5.4608,1.4198,6.8226,2.326,5.2008,5.2846,4.8311,6.5669,0,1.1671,0,5.3411,6.5313,4.8591,2.7029,0,5.3785,6.4386,7.3715,7.4234,6.0072,5.1844,1.27,3.855,6.4804,3.7303,4.0201,2.8189,0,3.6373,0,0,0,0,5.8465,0,3.8141,6.6275,4.2237,1.5469,4.5248,2.0683,0.064497,4.8806,3.1711,5.9387,0,4.8118,7.3958,0,6.9728,0,0,4.8104,7.4512,5.5163,5.2956,0,0,6.3466,6.5417,4.2825,6.5506,0,0,3.6127,1.8638,4.6153,6.6637,3.4867,3.0061,6.5631,5.0855,0,0,0,0,3.3043,0,4.7335,3.2629,1.393,5.4024,7.0726,6.019,3.0084,0,0,0,5.348,0,4.3,5.8222,1.4802,0.6014
"'""MEF""'",6.8815,0,3.1003,0,6.1298,6.1152,2.8726,7.1064,0.45692,5.3488,3.4499,0,5.6394,0,2.2189,0.55962,6.7184,6.8036,6.1168,0,5.1379,5.3276,7.2891,7.2485,7.4492,6.0857,4.3152,0.76343,3.1137,6.571,3.8046,4.8413,0,0,5.8644,0,0,2.6388,0,5.7268,0,3.983,3.5537,5.3684,2.5494,6.5803,6.1932,2.8958,0.94544,1.4946,5.9795,0.23579,3.2422,7.3727,1.0501,6.835,0,0,4.1844,7.261,3.8486,5.2853,0,0,0,6.2834,0,6.7069,3.2114,3.1549,0.74361,3.5754,4.5789,4.0979,1.3491,4.2475,7.2672,2.5336,4.2437,1.9226,0,2.2418,5.3302,0,4.4977,4.4262,3.637,0,5.6595,4.6023,2.0898,0,0,1.4465,4.5108,0,4.3516,2.5699,0,0
"'""MEF""'",6.0755,0,7.121,0,3.8806,6.9215,0,7.9854,7.5691,0.18095,1.5977,4.9159,0.65625,0,4.0626,0,5.0032,5.2879,8.3845,6.2295,0,4.9844,0,7.7734,9.0246,6.8097,5.1095,5.1883,2.1678,4.8439,2.2993,0,0,1.2737,3.7535,3.7966,0,0,0,0.8184,4.8021,4.9926,1.2901,0,5.3915,6.846,6.6565,0,4.447,6.1101,8.2586,0,5.2884,7.0852,0,4.8345,5.3823,0,0,4.9611,5.1536,5.8976,0,0,7.4316,4.0329,0,8.1608,0,0,4.1313,0,3.7003,0,0,1.4219,8.0661,0.22185,0,1.3094,2.0929,0,3.8601,6.8108,2.7101,0,2.4293,6.0175,6.0461,3.2484,0.92205,1.3637,0,3.47,0,0,3.7282,0,0,0.99141
"'""MEF""'",8.721,0,4.1288,4.9908,3.113,3.9927,0,5.2604,7.2719,6.9695,6.3805,0,2.6363,3.2025,0,0,5.7938,3.3957,7.2237,4.9321,0,0,6.9904,7.3507,6.8351,5.6756,6.2439,3.7605,5.1228,1.6451,0,3.7142,2.9796,0,3.2971,0,0,1.9254,3.7103,5.1828,3.3775,5.3638,0,4.8467,3.3274,0,4.8535,0,5.4372,4.1954,6.886,0,4.6932,6.8935,0,5.1347,0,0,0.76819,3.7368,3.8416,7.0278,0,0,7.1374,5.7329,0,7.5755,0,5.7368,3.1357,0,4.924,6.6569,0,5.6543,7.4257,0,2.2122,0,6.4963,4.9868,5.2822,3.6728,4.5601,0,3.1306,5.4166,6.1332,4.8369,2.7345,0,0,0,4.234,0,6.8088,0,4.2543,2.5163
"'""MEF""'",8.0927,0,1.8675,0,5.6723,4.9482,0,6.2796,5.3011,6.555,5.0593,3.7688,6.0128,0,4.7629,0,4.9608,3.5207,6.8652,6.0284,2.0786,5.9577,4.831,6.3745,7.9586,3.8514,4.4226,2.2719,3.987,6.2278,0.76152,1.2024,0,4.0699,5.99,0,0,0,0,5.3578,4.7983,5.6892,3.2783,4.8575,0.68277,5.6236,2.1308,2.7909,3.261,0,6.1928,0,5.9537,6.9178,0,6.8959,0.35868,0,3.6489,5.5438,1.7345,2.464,0,0,5.5782,6.5164,0,6.5015,0,2.2409,2.8179,3.4651,6.2784,4.6629,3.206,0,7.4799,4.0179,0,0,2.6832,1.8961,5.2284,1.4506,4.8095,2.5023,3.2534,4.2687,6.2736,5.0667,3.7967,0,0,0.37171,4.1672,0.96395,3.9181,5.9354,0,0.13966
"'""MEF""'",7.8528,0,0,0,4.8552,5.5331,0,6.2136,3.4219,5.7111,3.4109,0,4.9775,0,4.2181,3.6617,5.7373,5.9725,5.9326,1.883,1.4873,4.3882,7.2906,6.566,7.1225,3.3632,4.2762,2.3435,3.6535,5.5469,4.3737,5.8417,5.9041,0.40906,3.7894,0,0,4.5756,0.76553,4.4132,6.3101,5.1171,2.174,0.72539,0.12971,4.1399,3.7123,0,4.3867,1.2447,5.1919,3.1544,6.1973,7.2117,0,6.3985,0.71615,0,3.0677,6.2166,3.4165,6.9513,0,0,4.9296,6.4083,4.163,6.1713,5.8491,4.6679,3.6241,0,6.0176,6.1047,1.3399,4.9475,7.192,4.4531,4.4996,0,3.0216,2.6238,4.8354,0,4.4592,3.8541,3.1083,1.3245,5.4629,5.6142,0,4.236,0,0,4.7592,1.7915,4.9526,4.7967,3.2359,3.0617
"'""MEF""'",7.9917,0,0,0,5.1026,6.2173,0,6.7359,4.4517,5.3059,0,0,2.3924,0,6.6498,0,5.343,5.949,5.681,0,3.1411,3.5479,5.7516,6.4766,7.5992,2.786,4.3145,0,2.3225,5.0885,2.7383,6.3485,1.0727,4.1266,1.9867,0,0,0,0,0,4.5005,2.3916,3.0092,0,0.82024,2.9961,0,0,4.7445,3.0249,5.1084,0,5.7425,6.5866,1.3034,3.8731,3.2234,0,2.7917,5.3069,4.4944,7.3458,0,4.4742,2.0386,5.3389,3.1803,7.3598,0,0,4.8649,0,6.3433,4.1491,6.1754,5.836,7.6997,4.0298,5.0447,3.5254,4.958,2.3652,6.7268,3.2515,3.4787,0,3.9954,5.0825,6.6265,5.8254,1.6802,3.7398,0,0,5.486,0,5.2344,0,0,2.7131
"'""MEF""'",8.7358,0,4.9706,4.6089,5.6966,6.6515,0,7.6236,2.807,5.6727,6.483,4.5189,6.115,0,5.132,0,5.1839,5.7399,5.7502,2.2924,3.466,3.9968,5.0579,6.8917,6.738,4.2994,4.6308,2.7508,0.065504,6.2079,0,6.2683,0,3.5906,4.3727,0,0,4.4863,0,5.1092,5.3874,4.2888,4.4717,4.1941,2.2128,5.5863,2.1426,2.8372,0,3.7037,6.0243,0,5.2577,7.056,0,5.3613,0.83715,0,2.9773,7.2771,3.7862,6.662,0,0,5.247,6.9329,4.9148,5.969,4.8308,2.3286,4.0076,0,5.7341,5.7933,0.46282,3.9814,6.5961,5.062,2.5744,0,1.6773,2.3461,5.6445,0,4.0691,4.4895,2.4181,0,6.218,5.7698,2.9585,2.5528,3.3918,0,5.2521,0,4.3907,1.721,0.85888,3.0756
"'""MEF""'",7.0032,0,0,0,6.1675,6.4564,0,7.5238,5.7775,4.6674,0,0,6.6312,0,4.2765,0,6.5975,7.1766,6.2383,0,6.1828,5.9171,5.7072,5.9516,8.4706,6.8909,4.5747,3.3847,4.0611,6.6021,0,7.6453,0,0,4.7667,0,0,0,0,2.2243,4.39,3.5068,5.9974,0,0.70363,6.5573,7.6436,4.6471,0,7.0112,3.7904,0,3.1536,4.2565,0,6.1182,5.6032,0,3.1036,2.4343,4.2231,6.1145,0,0,5.6839,5.8862,7.766,8.3905,4.0485,5.1958,1.3839,0,2.0974,4.0326,6.1457,2.4719,7.9156,2.1469,0,0,4.7899,0.58118,2.724,0,3.1867,0.4759,0,0,6.4611,3.8922,1.5284,3.0848,0,1.5695,0,3.1461,0.81393,4.9064,0,2.351
"'""MEF""'",8.87,0,3.1126,4.5718,3.8363,6.3072,0.46861,6.281,0,4.302,0,4.9148,5.9952,0.068375,5.1758,0,5.2505,6.9664,6.7138,5.2124,4.9524,4.3224,5.5187,6.3083,7.2731,5.3468,4.6277,4.0631,0,6.1906,2.4255,5.4415,0,1.2538,5.8074,2.5729,0,4.3825,0.098886,3.321,6.4519,0,4.957,4.1258,0,4.9306,4.2588,0,0,3.8833,5.9562,0,3.9075,6.6707,0,6.1162,4.1461,0,2.9299,6.0596,1.9001,6.1116,0,0,6.3197,5.4791,2.3702,7.6952,4.9667,0,4.1713,0,3.9704,6.1658,0,3.1917,7.5244,5.2131,4.5576,0,2.2399,2.6368,5.3985,0,2.9192,3.9584,3.6556,0.031202,6.3452,5.6975,4.573,3.6403,0,0,4.3888,0,2.8636,2.1017,3.5249,0
"'""MEF""'",7.7148,0,5.5319,1.535,6.0496,5.7145,0,6.1973,1.4835,6.9046,3.1075,3.4788,6.3686,0.097979,4.4188,0,5.6182,5.7142,6.1058,1.4618,2.0083,2.1199,8.1223,6.3308,7.1626,5.8044,3.9509,3.5691,2.3013,6.4899,3.5485,5.8138,4.4575,0,4.4353,3.0842,0,0,0.22614,4.3818,5.7066,4.5444,1.7762,4.7151,2.5513,6.4727,4.8818,1.1918,4.7377,2.5321,5.2558,0,6.6286,4.4593,0,6.851,3.7799,0,2.5469,6.4277,4.8337,5.9669,0,1.8193,6.0709,6.6651,4.1694,6.9262,1.2513,4.0821,3.9217,0.083927,5.6566,4.614,4.474,3.1692,7.982,5.6167,2.8182,0,0.64325,1.2492,6.8236,0,5.2741,5.5506,3.3813,0.85901,6.5869,5.512,0,4.9006,0,3.3969,5.2457,0,4.3517,4.1374,3.4711,0.589
"'""MEF""'",7.1706,0,2.6577,0,3.7618,5.6811,0,5.107,0,5.3183,5.8021,1.692,5.3843,0,3.232,0,5.5371,4.7048,6.8274,4.1945,5.5968,2.2037,9.6789,3.578,6.9292,6.5597,5.7016,2.7554,3.2003,6.6964,0,6.1748,3.937,0.79869,6.2844,2.3524,0,0,2.7988,4.4132,0.15791,2.6031,0.078048,0,0.84109,4.9262,0,0,6.5362,4.6,3.2032,0,6.5747,7.1525,1.0965,5.4518,0,0,0,5.7257,5.706,5.6487,0,0,3.4532,5.446,1.8327,6.0079,6.1741,1.6607,3.6323,0,3.709,5.8839,4.7476,2.4612,7.0407,5.0136,6.3989,0,0.42488,2.7952,6.4368,0,3.9592,2.9502,2.5065,1.384,6.3637,3.8263,3.8254,0,0,0.22947,6.7615,0.43522,1.6989,2.1688,0.91408,1.9702
"'""MEF""'",8.5741,0,2.333,0,5.2128,5.4359,0,6.4005,1.2267,5.2416,3.893,2.7478,5.093,0,1.2491,0,2.2833,5.5489,5.7668,0,4.7053,2.3408,6.9554,7.2036,7.0397,5.6641,3.2355,1.7784,4.1779,4.9954,5.2637,4.9984,3.5557,0,5.6391,0,0,0,1.1786,4.5584,4.0465,5.5556,2.1212,0.15894,2.4562,3.1075,2.8622,5.7471,7.0445,4.1393,2.6407,0,5.8055,6.6618,0,6.25,0,0,3.8603,7.0234,3.4199,5.4343,0,5.1998,7.1132,7.1422,4.3566,7.988,5.7331,5.8312,4.0978,0,5.0108,6.7211,4.6094,3.6448,7.4744,4.5301,0,0,2.8012,2.4672,6.0528,0,4.3539,4.2429,3.5529,0,2.0902,0.60271,4.8818,0,0,0,6.1005,0,4.5861,3.7182,0,1.4297
"'""MEF""'",5.6576,0,6.6931,0,5.1707,7.5858,0,6.6794,5.9168,5.1619,0,0,5.2512,0,2.7419,0,3.7921,6.6768,8.4974,6.7253,5.0722,5.5749,0,6.8302,10.096,8.2661,6.1486,6.8442,3.9813,3.0392,1.2689,6.9146,0,1.1726,7.4275,0.17916,0,0.23348,0,0.72098,0,0,6.118,0,0,4.3756,0,0,3.5252,0.16767,7.9421,0,6.016,7.2768,0,5.6954,4.2546,0,2.0407,3.3853,0.95787,5.3008,0,0,8.5734,6.3944,5.7636,7.8455,6.5534,4.8617,1.4207,1.7199,3.8145,1.2209,7.0143,0.52336,5.1685,2.1213,0,0,2.739,3.055,6.341,0,3.263,0.7732,2.0179,6.2006,6.551,3.5697,2.5044,4.0038,0,0,4.9394,0,2.1134,5.7134,1.1956,0
"'""MEF""'",7.071,0,6.5768,4.4282,0,3.3556,0,6.446,6.0543,5.4405,4.8869,0,0,0,0,0,5.4521,6.1643,6.5944,4.6617,5.4701,3.7415,6.141,7.1344,7.6541,5.5852,5.2117,2.3467,4.8781,3.9289,0,4.3713,6.0594,3.6437,1.0801,0,0,0,0,0,6.1606,6.0263,0,0,1.0214,3.2055,4.6797,0,0,5.1425,0,0,2.8291,7.0862,0,3.3206,0,0,4.6163,4.1663,3.8884,8.0327,0,0.7678,5.9616,2.0025,0.93812,8.3549,0,0,2.1852,2.3649,3.9741,5.6824,4.5305,3.1087,6.9945,0,6.1375,0,5.6142,4.0668,1.4491,0.23524,2.5878,4.2402,4.8632,0,5.0428,4.7779,3.8228,2.3326,0,2.2001,5.2639,0,4.6056,0,0,0.64863
"'""MEF""'",7.5026,0,3.7422,1.0258,4.9868,6.2843,1.2399,7.0677,5.4523,5.4399,3.3091,0,4.9346,0,3.8613,0,4.9111,6.6262,6.6299,0,3.5399,3.7875,7.9586,6.9656,8.0722,4.5903,5.2719,2.1947,2.8802,4.5615,0.1194,3.7745,2.9051,0,5.1201,0,0,2.4779,0,5.6824,5.1366,3.2176,4.8932,5.2981,0,5.9722,4.5592,4.0402,3.3032,3.0196,5.9464,0,7.0967,7.4305,0,5.9067,4.6748,0,3.8243,6.0058,4.6235,5.7743,0.3369,4.2268,5.9641,5.8593,3.4359,7.0652,2.3723,1.3058,4.0773,0,5.6858,5.9008,0.16818,0.54334,7.1146,5.1073,1.6848,3.912,1.6592,3.8176,5.0877,0,4.337,5.6939,2.7843,4.3629,5.8587,4.7426,1.6796,3.1799,3.3255,2.7232,3.9063,2.5316,4.3091,5.547,0,0.4291
"'""MEF""'",8.0618,0,5.9519,0,4.1738,4.3942,0,5.9635,2.2131,5.4596,5.242,3.0281,4.8711,2.3175,3.8041,0,5.7283,4.9215,6.7392,1.9041,0,3.3918,7.9782,7.1291,6.9451,4.3126,4.9168,4.544,2.0005,6.1458,4.4015,2.4636,4.8843,3.2018,6.5283,2.9269,0,1.4236,0,3.7898,4.5214,4.1339,3.9831,4.2471,0.62231,5.15,0,3.6125,0,0,6.0956,0,4.7818,7.159,1.0508,5.6406,2.4779,0,3.6397,6.3482,4.5384,7.6422,0,2.1383,3.9112,5.5742,5.6836,6.3915,5.4578,2.63,3.814,0,4.4532,4.136,3.586,4.4101,6.9237,4.6174,0,2.3341,3.4773,2.395,4.0571,0,3.5386,3.8202,3.1475,1.3011,6.2343,3.502,4.2882,1.7056,0,1.4809,6.2238,0,6.0001,3.1408,1.1358,3.9085
"'""MEF""'",8.6508,0,5.1542,0,4.6929,5.9573,0,6.7861,4.7002,5.4632,0,4.3238,6.4469,0,5.0878,0,5.0778,6.3822,5.7788,5.7931,6.2116,6.1635,7.1865,7.8526,8.5408,6.2986,6.1964,2.9972,5.0187,6.9345,0,4.4072,3.7605,1.5956,4.6034,0,0,0,0.60039,5.3247,4.3381,0,5.6645,2.8492,3.4479,5.4792,3.3453,0,4.6367,0,7.2949,0,5.6446,6.2767,0,5.4773,0,0,5.1105,5.4346,3.2705,7.2887,0,0,6.5324,6.7565,0,7.3802,0,0,2.1966,0,6.4672,1.6714,0,2.8146,7.9773,5.6065,0,2.9293,0,2.5816,4.7659,0,5.1978,4.0353,2.4989,3.1113,6.8877,6.0736,1.0395,0,0,0,2.2579,0,5.8916,4.9008,1.7705,1.5486
"'""MEF""'",7.124,0,1.3964,3.558,5.8766,5.4484,3.3411,4.0201,0,5.3585,5.1703,1.2736,5.95,0,5.5165,0,5.4179,5.7734,5.5187,0,4.2152,5.3741,0,8.1803,7.2488,5.6571,5.2567,3.6616,3.4848,4.7335,4.1559,4.4459,5.222,4.8231,4.1071,0,0,0,2.6561,3.2794,0,0,4.0462,3.3102,2.5485,5.2186,4.8757,1.3504,2.0348,0,6.4004,0,5.7672,5.2638,0.97598,6.2201,3.8536,0,2.2613,5.2725,5.3595,6.2785,0,0,3.9109,5.9891,4.8771,6.4132,3.0058,0,3.6951,0,6.1377,6.5373,4.3072,3.5259,7.6997,4.9123,0,2.6337,3.3508,4.192,5.9025,0,3.9655,3.4487,2.5158,5.5698,6.1504,4.9753,0,0,0,3.051,4.6659,0,4.6211,1.2328,0,0
"'""MEF""'",6.6633,0,0,0,6.4378,6.7163,5.195,8.4437,7.3304,3.6432,3.7447,1.8353,6.7212,0,1.1402,0,6.1278,6.6465,6.7955,0,6.2613,0,7.2728,6.6751,8.8873,4.0766,4.9036,0.25566,5.2027,7.3325,4.6228,0.77039,3.4284,2.0007,3.7453,0,0,3.7158,0,5.198,8.0136,0,1.8101,4.4931,1.7112,6.0703,6.3524,2.9447,0,0.20902,5.1845,0,6.745,0.94986,3.9755,6.5984,6.0114,0,3.1213,7.209,4.618,6.6722,0,0.15078,1.7673,5.3603,0,7.5015,7.1402,0,4.1578,0,4.5221,4.4767,0,0,4.7699,3.9637,6.6222,0,0,0,5.2406,0,4.4351,5.0176,3.0424,0,5.6586,3.8295,0,0.72711,0,6.2253,2.2199,0,5.4138,4.3697,0,0
"'""MEF""'",6.8771,0,0,0,4.0225,5.5016,0,7.5247,7.378,4.1319,1.1044,2.5904,5.6434,0,5.8083,0,5.8744,5.9655,6.7737,0,6.9719,0,5.043,6.2023,6.1077,2.4978,5.5632,4.9108,5.0471,6.575,1.1425,6.3825,5.8792,0,0,0,0,0,3.8221,0,0,6.6181,3.2708,0,0.75053,0,0,4.1803,0,5.2618,0.64748,0,4.673,6.7394,0,5.4364,0,0,3.3538,5.9775,3.2681,5.9586,0,0,5.8779,5.1719,0,6.7603,0,2.4987,3.7393,3.0199,5.0195,4.9122,0,4.1909,5.0289,0,1.2927,0.28405,1.6822,0,4.8135,0,2.7751,0,2.2117,6.617,5.1034,4.6136,2.1881,5.4779,0,4.8891,5.1454,0,3.4015,3.0241,0,2.5397
"'""MEF""'",7.7296,0,0,0,0,8.0016,4.9482,8.6072,5.7206,0,0.26738,0,5.574,0,2.3536,0,4.6198,3.6409,0.2992,0,1.6942,2.0208,4.2575,5.6897,8.3478,8.9228,6.5395,2.9701,3.9452,7.387,0,5.8172,5.8423,1.4645,2.0021,0.050339,0,0,2.4675,0.58811,0,0,6.1932,0,5.3459,6.5335,7.744,0.32469,0,0,8.0023,0,7.5083,7.2454,0,5.9221,0,0,3.793,3.1654,0,6.7786,0,1.2018,0,6.7108,0,7.2964,2.6373,4.1555,0,0,0.58525,4.1241,0,0,6.533,2.4127,0,0,0,2.3214,5.1712,0,2.2858,0,2.2601,3.7024,6.0525,1.6138,1.2515,6.1404,0,0,0,4.3661,3.3672,2.492,0.61593,2.269
"'""MEF""'",8.5506,0,6.0548,0,6.4381,6.0631,1.1863,6.2847,5.7705,6.7667,0,5.4461,5.2792,0,5.501,0,5.6733,6.648,6.2282,2.9639,5.9084,5.6236,6.9466,7.4855,7.3663,5.4529,5.6942,3.9773,1.9675,4.8409,4.5508,3.4952,1.5225,0,5.5964,1.4564,0,1.7742,1.3555,4.1412,6.4177,0.51541,3.3349,5.03,0,6.4574,1.1076,3.5981,4.1884,0,5.5649,0,6.3115,6.6831,0,5.3576,2.5071,0,2.5982,5.6475,4.6331,6.6443,0,0,6.1879,6.5677,4.9925,6.4713,4.7286,3.6404,4.6077,0,4.8907,4.9421,2.2744,3.8202,6.4378,3.4091,3.917,1.8212,2.175,1.9097,5.207,0,3.2176,4.2155,3.0316,0,6.9216,4.4853,4.1444,0,0,3.3642,5.0625,1.2534,4.3208,6.2823,0,2.4023
"'""MEF""'",7.9196,0,3.2743,2.4045,2.1545,5.9917,0,7.2412,3.7737,5.7592,0,0.58678,4.7155,0,5.6245,1.1312,5.2923,6.5211,6.1324,5.1204,5.7403,4.3039,5.7802,6.6334,7.5176,7.1199,5.3775,1.1142,4.3812,6.0619,0,4.625,4.7581,0,5.2489,1.4778,0,0,0,4.3179,5.9413,4.9546,0.43849,3.2331,1.8497,5.2263,1.2985,2.0146,3.6558,1.7881,3.8061,0,4.5076,6.5409,3.6363,4.8813,5.2143,0,3.5916,6.7081,3.1902,8.3552,0,0.57219,4.4676,5.6613,5.2362,7.1856,5.4329,0.024261,5.5391,0.15296,4.2594,3.6443,4.3107,0,6.8751,4.9477,0.82279,0,0.089474,3.681,5.8219,0,3.8635,0,3.8567,2.461,5.3535,2.0136,4.3969,3.3357,0,2.2701,5.0081,0,3.8585,3.0684,2.7861,2.7743
"'""MEF""'",7.8846,0,0,4.6426,6.6014,6.5852,0,7.3787,4.5407,3.6914,0.66252,0,5.8953,0,4.956,1.2018,5.6058,6.5047,5.408,1.5933,4.0921,5.632,8.337,6.9008,7.3735,6.0279,5.7532,0,3.8738,5.7058,4.4808,5.3563,0,0,3.8216,0,0,2.9187,3.5576,3.9224,6.0969,4.5805,4.4345,3.9689,2.4457,5.5573,4.2787,4.7312,4.6658,4.46,6.7183,0,6.6964,7.3407,2.9518,5.7901,0,0.99787,2.5425,6.1822,4.1143,8.104,0,4.5885,2.7365,6.4745,4.9254,7.2769,2.651,6.0712,3.1795,0,3.8504,6.2607,0,4.9914,6.6445,4.1387,1.1392,0,1.512,2.8684,3.6971,0,3.4072,4.1377,3.0403,0,5.4484,4.8318,0,2.5027,0,2.2866,5.6046,0,3.687,5.949,0.55146,2.5316
"'""MEF""'",7.8776,0,5.2162,0,5.0219,6.23,0,6.6851,2.6538,5.7678,3.7763,0.98146,6.3904,0,3.8226,1.6627,4.7584,4.9954,6.2638,2.9283,5.2468,5.6772,6.2863,7.2901,7.1328,6.5563,4.718,1.5975,3.0224,6.712,0,1.5642,3.6088,0,4.7016,0.20194,0,0,1.5562,6.0207,3.8454,3.2613,5.935,6.0046,0.30216,5.6051,2.4428,3.7387,0,1.0383,5.5324,0,5.4109,6.2839,3.2275,6.0486,3.2347,0,3.9835,6.2376,4.9572,4.8483,0,0,5.543,6.6172,3.2915,6.9118,0,3.0266,4.4004,0,5.8747,4.6289,3.8278,3.9201,7.2956,5.2765,0,0,1.1128,3.8034,3.6118,0,4.0786,4.2083,2.3227,3.1859,6.5549,5.9898,1.7934,0,0,0,5.6148,0,4.5823,3.4933,2.059,2.5358
"'""MEF""'",8.4161,0,0,0,0,5.7032,2.4592,4.806,5.7841,5.6822,6.0188,3.9267,5.2132,0,5.324,0,5.8921,5.5909,6.8498,1.6248,3.0604,4.387,6.1246,7.5634,7.2511,3.6913,5.5594,1.0841,4.3062,4.9224,6.0291,3.7692,4.3826,3.4144,6.208,0,0,1.8812,0,4.958,5.1946,5.2861,5.2236,0,2.6649,6.1338,0,0.68553,7.0602,3.815,5.2359,0,3.1599,5.9486,0,6.6932,2.3408,0,3.6836,6.1865,5.1037,7.4284,0,1.2423,5.1811,6.6886,2.7758,6.6088,5.4626,0,3.5486,0,6.6389,4.9781,5.0811,3.8678,6.7683,2.7774,0,0,3.2305,4.1127,4.0947,5.0175,4.0618,3.7473,2.8116,0,3.3776,5.7243,3.9616,4.1406,0,0,4.7665,1.2832,5.3017,2.1537,0,2.359
"'""MEF""'",7.6068,0,3.8161,0.48168,3.4448,5.8605,0,6.6556,1.8818,2.5273,2.2324,2.52,3.4563,0,4.0844,0,5.7009,6.7767,6.6706,5.1383,0.71769,4.6293,5.4664,7.9875,7.1243,6.6822,4.5017,2.4385,3.9136,5.2805,0,3.3016,3.7018,0,4.1788,0,0,0,0,4.5285,6.2863,3.6161,5.7764,5.6808,1.0542,6.0684,2.3643,3.146,6.0278,2.8259,5.4628,0,4.4257,6.8986,0,5.6782,4.7913,1.006,2.6575,5.9234,3.6908,6.5079,0,1.2186,6.8276,7.3197,4.2393,7.2958,4.5182,0,4.1547,0,4.8467,5.4919,3.4277,3.4196,6.7434,3.9726,0.14898,0,1.8002,3.9799,3.6266,0,4.1876,3.8352,3.4989,2.7858,5.8462,3.8542,3.691,0.30976,0,0,4.4717,0,0.63209,4.1654,0,1.4815
"'""MEF""'",7.7764,0,0,0,0,5.8863,0,5.3687,2.4699,0,0,5.0331,0,0,4.3436,0,5.3767,1.6558,5.2427,0.29006,0,2.7286,5.9192,7.4499,6.8096,6.8303,3.8863,3.5236,0.97385,0,0,4.5475,5.3036,0,2.377,1.9091,0,3.8216,2.2613,0,0,4.6809,2.5108,0,1.3337,5.0656,0,2.8976,6.0779,4.4053,4.9969,0,0,7.3443,0,5.6295,5.1604,0,2.7676,6.9274,4.9827,7.2075,0,0,0,7.8795,0,7.7597,0,3.8294,5.7322,0,4.4854,4.9109,0,0,6.9167,3.8113,1.1504,0,2.0023,2.9651,5.3262,0,4.1977,0,2.9491,0,5.162,5.434,2.1902,1.4145,0,0,2.4057,2.7242,5.3853,0,3.1847,3.1741
"'""MEF""'",9.625,0,0,0,0,0,0,7.3533,0,7.1159,0,0,6.2421,2.3035,5.6303,0,0,7.334,5.4445,4.0781,0,5.5118,6.5613,8.4239,8.8225,4.5782,5.5926,0,5.3533,5.8828,0,0,4.2486,6.8649,5.4292,0,0,6.5902,0,5.4143,0,0,2.977,0,0,6.2428,4.7843,0,0,0,0,0,0,3.4887,0,6.3615,0,0,0,7.035,5.1829,0,0,7.3439,6.2106,7.6301,0,4.8017,3.4509,0,0,0,3.0442,5.1923,0,1.6328,7.6391,5.2287,0,0,0,0,4.8627,3.0123,3.787,4.4662,3.5427,3.0604,5.589,1.9783,0,0,0,0,5.9489,0,0,6.9343,4.5684,0
