cell,'GATA6','NANOG','T','EOMES','ID2','PRDM1','ID1','ZNF516','SHOX2','TBX3','GATA4','OTX2','HAND1','NFIB','SOX2','MSX1','KLF8','GRHL2','ZNF521','BHLHE40','TFAP2A','GATA3','ZEB2','BNC2','KAT7','NFE2L3','ZEB1','FOXF1','PITX2','HOXB3','ID4','ZNF165','TCF7L2','POU5F1','SP5','ZIC3','TRPS1','ID3','AEBP2','CDX1','TCF7L1','MIER1','KLF6','MYCN','SMAD2','PLAGL1','ZSCAN10','ZNF652','HOXB6','MSX2','SOX5','ZFP36L2','LEF1','BCL11A','HBP1','IRX3','MEIS2','ZFX','TERF1','TOX','FOXH1','HESX1','SOX11','KLF10','ZIC5','BBX','RNF138','SATB1','BAZ2B','ELK3','ZBTB2','ETV5','SP6','ZFP42','TULP4','ZNF471','ARID4B','SNAI2','ZNF483','MAF','ETV6','ZKSCAN1','ETV1','TMF1','HIF3A','SALL2','SHOX','SALL1','SMAD7','ZNF587','SOX17','ZFP62','SRF','JUND','TUB','ZFP14','ARID3A','CEBPZ','E2F4','TCF7'
12,0,6.8838,4.7707,4.6347,7.5012,0,4.0943,0,0,0,4.1897,5.0876,0,0,0.69315,0,3.0662,4.5747,3.6109,4.1744,0.69315,5.2983,0,6.0684,6.7784,4.9836,0,0,0.69315,0,4.9416,6.5453,2.0794,5.8578,3.6636,0,0,5.8406,1.9459,0,3.1355,0.69315,0,0,6.4142,3.8918,0,1.911,0,0,0,6.5783,4.5951,4.6052,0,0,0,1.6054,7.3038,1.6094,4.3944,0,1.0986,6.0684,0,0.69315,6.2226,1.7918,5.037,2.5649,4.7185,0,0,6.0376,1.6214,4.127,5.9026,0,0,0,1.0986,1.1019,1.0986,2.5764,1.6273,5.283,0,2.6391,2.3026,0.73237,0,0.69315,3.2189,2.4849,6.2341,3.5596,1.9459,6.7845,5.7901,1.9851
12,0,6.4358,0,4.3944,7.7092,0,5.7301,0,0,0,0,2.3026,0,0.69315,6.8957,0.69315,0.86289,4.2905,3.2581,0.69315,5.3564,5.0999,0,0,5.7622,5.0863,0.41211,0,2.8332,0,5.0304,0,5.6768,5.1281,3.6636,0,0,5.4337,5.3613,0.69315,1.7918,6.8297,3.3673,5.9349,4.9887,2.8904,3.4657,3.8137,0,1.7918,0,7.6746,2.9444,5.8114,2.9444,0,0,2.5649,7.031,3.6636,3.7136,0.69315,4.8598,6.8669,5.5334,5.4931,6.1024,3.7851,1.0986,0,2.9957,6.5381,0,6.086,1.3888,3.3992,4.4541,0,2.6838,0,4.2767,3.8506,5.994,6.2438,0,4.7546,1.9974,5.0039,2.7726,2.5153,0,6.5519,2.5649,0,0.69315,2.804,1.3863,5.649,5.7991,1.3863
12,0,7.3532,1.7918,5.6937,7.5043,0,4.1271,0,0,4.1592,0,4.9902,0,0,3.1781,4.8978,0,4.0943,4.7362,2.1972,2.8326,5.4338,4.2047,4.6728,5.1648,0,0,0,0.69315,0,5.5057,0.69315,3.2581,5.926,3.1781,3.1781,0,5.8522,6.8967,2.7726,1.3863,5.8693,4.3944,5.8347,6.4622,0,1.6094,2.8136,0,3.7842,0,5.8968,0,3.434,0,0,0,2.6391,5.768,0,1.9459,0.69315,7.2652,6.8057,4.7791,0.69315,4.5212,4.1589,1.3863,0,2.3979,1.0986,0,5.8105,6.5752,2.2017,4.0942,0,3.1701,0,2.5649,0,5.5872,3.091,0,6.5054,1.4974,3.4965,6.1792,3.0493,0,5.3566,4.6728,0,3.7787,1.9879,0.69315,6.9295,6.157,2.9444
12,0,6.83,0.69315,5.2967,6.4118,0,3.6376,0,0,0,0,3.4657,0,0,2.3979,3.8712,0,4.9916,0.69315,0,3.4012,4.7536,0,0,6.4102,5.5013,0,0,4.8441,0,4.1431,1.6094,4.2485,5.6777,0,0,0,6.4045,1.3737,0,3.091,1.0986,0,1.3863,5.0656,0,0,5.6422,0,0,0,5.9349,0,4.5448,5.9609,0,0,6.4846,6.6249,3.989,1.3863,0,2.0794,4.0254,5.0425,3.0445,5.0104,5.6171,4.4886,0,5.4161,0,1.0986,4.6248,6.2492,4.7551,5.6131,0,0,1.0986,1.6351,5.4573,3.6636,2.9407,0.94001,3.6376,0.75612,6.5176,1.9459,1.9727,0,2.3979,2.3026,2.6391,1.6094,1.2238,0,3.6636,5.5094,3.1789
12,0,6.3717,2.8904,5.7104,6.3404,0,4.7958,0,0,0,0.69315,2.3979,0,0,0.69315,0,0,4.8442,1.9459,0,4.2042,1.6094,1.0986,3.9855,6.4052,5.7589,0,0,0,0,4.5539,0,0.69315,5.3054,3.6376,2.9957,0,5.7386,5.4205,3.4012,1.0986,2.3979,0,1.3863,3.368,0,3.1355,0,0,2.8764,0,6.9471,0,5.2523,3.8563,0,0,2.1972,5.6873,0,3.4657,0,5.0434,0.69315,4.1431,0.69315,7.0809,5.9527,0,0,5.3519,3.7377,1.0986,6.2627,5.2155,4.3039,7.0644,0,1.7884,0,3.4337,0,6.8298,2.8948,0,4.8039,1.0296,0.69315,4.0254,1.556,0,0,5.3566,1.0986,2.0794,1.3888,0.69315,4.6913,5.0815,1.9459
12,0,7.3096,0,4.5951,7.1484,0,3.8071,0,0,0,0,0,0,0,2.1972,0,0,4.6913,0,0,0.69315,5.0304,0,5.0626,6.9479,0,0,0.69315,0,0,0.69315,0,0,5.9868,3.8712,6.5367,0,6.2897,2.7726,0,4.3175,2.7838,2.6391,4.5326,6.9949,0,0.69315,3.7434,0,4.2627,0,5.5255,0,2.9444,4.3642,0,0,4.0943,6.2343,0,4.0254,0,5.2092,4.1744,4.7356,3.912,4.382,3.1781,0,0,0.69315,6.2729,0.69315,5.1518,6.1076,2.9704,1.9459,0,1.209,0,3.5255,0.77473,5.412,1.6134,1.008,4.4773,0.95935,4.6821,3.3322,0,0,1.0986,4.7875,0.69315,4.0332,1.0332,0.69315,4.0943,4.0254,3.1355
12,0,6.6515,1.6094,6.3439,7.3891,0,4.2767,0.69315,0,0,0,0,3.8067,0,3.6889,5.6769,0.68813,3.7377,3.2189,0,5.7616,5.8613,0,0,5.4205,5.9135,0,0,2.3026,0,4.9628,3.9318,0,5.9694,3.8863,3.7842,0,6.1269,6.0966,0,0,3.2958,2.3961,4.3567,4.8079,0,2.7726,3.5785,0,4.6347,0,6.8819,5.5013,4.2905,4.348,0,0,6.2442,6.3903,0,1.7918,0,6.3369,3.8286,5.2041,6.0756,5.7268,5.3079,4.6728,3.2189,3.4657,0,0,5.4976,0,4.275,6.4464,0,2.2565,0.69315,6.0638,1.2267,1.0986,0,1.2892,3.7148,1.1378,5.5452,3.2958,0,0,3.4965,5.5373,2.7726,4.7779,2.5494,0,7.2823,1.0986,2.3026
12,0,6.5605,5.3797,5.0304,7.7752,0,5.1648,2.4849,0,5.2814,0,3.6376,0,4.7095,4.0073,4.3175,0,4.6151,0,1.0986,4.7037,4.3694,0,0.76081,6.9276,4.8444,0,0,1.3863,0,4.8172,1.6094,2.1972,5.3708,3.2581,1.9459,0,6.3404,6.9346,1.7918,3.8286,6.0162,5.3327,2.8904,5.8414,0,1.6094,2.8786,0,3.3673,0,7.8562,0.69315,4.4997,0,0,0,3.4362,7.6957,0,0,0,6.3111,5.3519,3.8712,5.4889,6.5956,3.3673,4.7536,0,6.6735,4.1431,0,6.6399,6.2564,3.3625,4.3567,0,0,0,2.6391,0,7.3797,4.8301,0,4.9972,1.7029,5.5873,4.4308,4.7344,0,5.5294,4.6449,1.9459,4.8828,2.0438,3.1355,4.7362,5.4848,0
12,0,6.0384,0,6.3699,7.0907,0,6.0159,0,0,0,0,0,0,0,1.6094,3.1355,0,2.8332,3.7612,0,5.5215,2.1972,0,0,7.1091,3.4012,0,1.0986,2.9444,0,1.0986,0.69315,0,6.6524,1.3863,0,0,5.7961,6.9536,0,0,1.9459,2.6391,4.3567,7.0132,0,0,4.7225,0,2.3979,0,6.7878,3.7377,1.0986,0,0,0,0,7.825,0,1.3863,0,5.917,2.3026,1.0986,3.4525,5.1985,3.2958,1.6094,0,6.8309,1.7918,1.0986,2.7524,1.5707,3.4974,6.6631,0,1.2754,0,4.26,1.9488,2.8332,2.8437,0.73716,6.3172,1.5063,3.5835,5.2005,1.3712,0,2.8332,3.989,1.6014,0,1.3029,0.69315,6.7279,4.0777,0.69315
12,0,7.2689,2.7726,6.8134,7.3927,0,5.0719,0,0,4.4886,0,1.3863,0,3.1781,3.091,3.9512,0,3.5835,1.3863,0,6.9866,4.6151,0.69315,0,7.4295,3.8067,0,0.69315,0.77932,0,5.9594,0.69315,6.5056,5.9866,3.9516,3.091,0.69315,6.1019,2.5673,0,2.7726,2.3026,0,3.8918,7.5223,0,2.3979,2.0176,0,2.6391,0,7.3356,2.4849,3.1781,0,0,0,4.6634,6.7894,0,2.8724,0,4.6151,6.4937,6.242,5.4806,5.586,2.0794,1.6094,0.69315,6.7396,4.2485,1.7918,6.7947,1.3913,3.6507,0,0,1.2528,0,1.9459,0.72271,6.9177,4.2185,1.8132,3.4657,2.4345,4.3944,4.5951,2.4832,0,0.69315,5.451,3.0445,1.0986,2.7537,1.0986,6.0591,1.9459,3.8336
12,0,6.8548,4.4659,0.69315,7.9204,0,4.8599,0,0,1.3863,0,4.1271,0,1.0986,3.989,4.9206,0,4.9376,4.4773,0,3.989,4.2341,0,3.9318,6.2615,5.5334,0,0,4.2341,0,0,0.69315,4.1897,6.0292,2.0794,5.3706,0,6.4332,6.4052,2.0794,1.6094,5.247,2.7726,4.3694,6.4754,0.69315,4.382,5.5527,0,3.8908,0,7.2673,4.2905,5.3613,0,0,0,5.0697,7.8054,1.3863,0,2.0794,5.0207,2.9444,4.5951,5.366,6.6708,5.5373,1.0986,0,5.6055,0,4.5109,5.6546,5.019,4.2465,3.7377,0,1.9286,0.69315,4.9779,4.9156,5.8915,2.5673,0.59884,6.6868,0,6.3704,4.3175,4.7609,0,2.9455,5.124,1.7918,4.9794,3.9778,1.0986,7.2204,4.7536,4.8123
24,0,2.6518,2.9957,5.9967,7.1805,0.69315,5.7421,0,0,5.1533,3.2189,0,0,0,1.0986,4.8441,2.6189,2.8332,4.7366,2.9444,5.7335,5.9023,0,0,2.7726,3.3322,0,0,4.3307,0,6.7023,0.69315,0,5.5316,2.6391,2.1972,1.3863,6.5294,5.2679,3.5553,1.6094,4.4188,4.4308,0,4.0453,0,3.8501,1.7596,2.7081,4.2341,0,5.1818,1.6094,0.69315,0,0,0,3.6439,6.9649,0,3.4965,0,5.6976,6.1247,2.6391,5.5491,2.0794,0.69315,3.8712,0,4.4998,0.69315,1.7918,3.3793,4.6157,3.5726,5.6522,0,3.0727,0,0,2.0528,2.5649,0.81093,2.0631,2.7726,2.6254,5.9606,5.5646,4.5074,0,0,3.3322,4.3764,3.3322,1.0296,3.89,7.0915,2.5649,3.1179
24,0,4.3074,5.3753,5.3039,5.1474,0,4.8442,0,0,4.4188,3.2581,0,3.8286,0,0,5.902,2.4519,2.6391,1.7918,0.69315,4.4427,5.2626,4.9338,0,1.3863,4.3041,0,0,4.3944,0,2.8904,0,1.3863,5.3657,3.0445,1.9459,0,6.3617,0,1.9459,0,1.7918,1.3863,0,3.4971,0,1.0986,4.0728,0,2.3026,0,5.591,4.1271,4.5101,0,0,0,3.1532,5.9729,0,4.8363,0,5.7164,2.4849,2.4849,5.6196,2.8904,1.3863,2.9962,0,1.9459,3.1781,4.1589,4.7566,4.003,4.6042,5.3279,0,2.9539,0,1.7918,1.8116,5.5013,1.3029,1.9473,0,2.6973,5.2933,4.0604,2.7763,0,0,3.434,3.5231,0,4.048,3.4657,6.1312,4.4773,3.7589
24,0,5.8598,1.9459,4.6444,5.8112,0,4.4773,0,0,0,1.9459,2.3979,0,0,4.6728,3.7136,0,0,0,0.69315,0.69315,5.0249,0,0,5.5413,3.8916,0,0,0,0,4.6347,0,3.8501,4.7132,3.7377,5.5722,0,6.0579,2.5649,3.0983,0,0,3.2958,2.7081,4.6872,0,0.69315,2.9333,0,5.2342,0,5.4931,1.0986,3.8501,0,0,0,2.2354,5.0705,0,2.8332,0,6.2243,4.3041,0,6.142,2.3016,2.7726,0,0,0,2.3979,0,4.4827,0,4.2771,5.8435,0,2.2544,0,0,3.4645,4.9904,3.7862,1.5433,1.0986,2.2885,0.69315,4.2195,3.1544,0,0,2.1972,3.1246,4.9201,2.9694,0.69315,6.073,0,3.8521
24,0.69315,4.7087,4.8541,5.5175,6.2631,0,4.4543,0,0,4.3429,0,0,0,0,0,4.5433,0,1.3863,0,2.3036,0.69315,2.6391,0,0,2.3026,3.5835,0,0,3.912,0,4.2485,2.0794,0,4.6542,3.2958,4.3944,0,6.1043,2.8904,4.2047,0,4.4308,4.3567,3.7377,4.1842,0,2.9957,3.2623,0,3.7136,0,5.7137,4.3438,2.0794,0,0,0,5.2493,4.2613,0,2.0794,0,4.9698,5.4205,2.0794,0.69315,2.8904,3.1781,2.3979,0,4.3561,1.0986,3.2958,4.4492,2.1576,3.2955,4.2341,0,1.3376,0,0,1.4398,0,2.9513,1.3962,4.2905,2.9826,2.1972,4.5218,5.0456,0,0,2.8633,3.6109,2.0882,2.3125,0,6.6426,4.92,3.7944
24,4.9767,5.2163,6.157,5.4931,6.5835,0,4.3307,0,0,5.6095,1.0986,5.0239,0,0,0,5.5098,1.2208,1.0986,4.3944,2.7081,3.9703,3.091,0,0,4.0604,0,0,3.9703,1.0986,0,4.3567,4.1589,2.1972,5.0098,2.9444,3.2581,1.6094,6.217,5.2189,1.9459,3.434,4.5539,5.7366,4.0196,5.4778,0,2.6391,5.1487,0,4.2195,2.9957,5.1358,3.5553,2.0782,0,0,0,4.664,6.8176,1.0986,3.7612,0,5.4525,4.4998,2.5649,5.3181,6.0288,1.0986,1.3863,0,4.4308,3.9695,3.2958,4.7187,5.7409,3.9273,3.434,0,2.1702,0,2.4849,3.6876,2.3979,5.7237,1.0367,2.0794,2.3302,5.1994,4.3944,2.5039,0,0.69315,3.8918,3.6889,3.4657,4.091,3.5553,6.9829,3.5835,4.4781
24,0,5.4604,4.0943,4.0073,5.5332,0.69315,4.5951,0,0,6.1377,0,0,0,0,0,6.3057,1.4702,4.1589,0,0,2.4849,5.3891,1.3863,0.69315,0,1.0986,0.81978,0,4.3561,0,2.9952,2.8904,0.69315,5.0993,4.3694,0,0,5.9189,3.6104,5.3324,0,5.3132,0.69315,2.3888,2.4114,0,4.0073,2.8495,0,1.3863,0,5.7822,4.7791,0,0,0,0,3.9132,5.8359,0,0,0,6.0888,5.7104,5.0502,1.0986,1.7918,0,0,0,3.8501,1.7918,4.6913,5.6379,0.58222,3.2992,4.9127,0,3.6522,0,0,1.7352,4.1744,5.2755,2.499,2.3026,3.6055,2.0794,5.3936,3.6861,0,0,5.0814,4.292,4.5944,4.7801,3.2577,5.7471,0.69315,1.0919
24,4.2195,5.8434,5.3132,4.3567,7.534,5.8403,6.4489,0,0,6.1572,0.69315,0,3.3322,0,0,5.1761,0.79299,0,5.069,0,6.4412,4.3944,0.69315,1.361,5.6384,4.625,0,0,3.5264,0,3.6394,1.7851,3.3318,5.3897,3.6106,0.69315,0,6.2025,4.0254,4.1431,0,3.7853,4.8363,4.2767,2.268,0,3.2958,2.1342,0,5.6698,3.989,2.3979,3.8067,4.3307,0,1.3863,0,2.2418,6.9016,0,2.3979,0,5.8286,5.6276,3.2581,2.7726,4.2195,4.9698,6.1841,0,4.2627,3.0445,4.585,3.0126,3.8979,5.4009,4.7958,0,2.3076,0,5.3981,2.679,3.4012,3.6058,1.9373,5.1053,2.0832,3.4012,1.9459,5.4816,4.0943,0,5.1761,2.9957,3.6966,2.6448,4.4659,7.6684,4.1589,2.9492
24,2.3026,2.9269,5.5249,4.2047,6.1056,0.69315,5.3891,0,0,4.3438,0,0.69315,0,0,0.69315,4.3175,1.1378,0,0,3.1355,1.7817,5.037,0,0,3.6109,0,0,0,2.9444,0,5.2257,0,0,5.8046,4.6052,3.6636,0,5.1705,1.6094,5.9375,0,4.0604,3.5264,0,3.4078,0,3.8712,3.2391,0,2.1972,0,5.4596,1.3863,5.3179,0,0,0,2.9632,4.7888,0,3.5264,0,4.4179,1.7918,2.1972,2.9957,0,0.69315,3.0445,0,3.091,2.6391,1.0986,3.8987,5.1506,3.588,0.69315,1.0986,3.3707,0,0.69813,2.5734,2.3997,1.1282,2.2083,4.1589,2.7562,4.1811,4.2462,2.9102,0,0,4.5109,3.3322,1.0986,2.3312,5.2415,6.1636,2.0794,4.9684
24,0,5.5541,6.1944,6.087,6.6021,0,4.7449,0,0,0.69315,2.0794,5.3566,0,0,3.3322,3.6376,4.2075,3.0445,4.0431,0,5.3327,3.1781,0,0,4.6719,1.3863,0,0,3.6889,0,5.5645,2.0794,5.2575,5.8081,4.2195,5.2149,0,6.1514,5.5102,4.7494,1.7918,1.9459,4.1589,4.1897,6.5521,0,0,4.155,0,4.0073,0,5.3936,4.7871,4.4644,1.0986,0,0,4.2906,7.0866,0,3.6636,0,5.621,4.7362,3.8217,3.8286,5.1359,3.7842,5.3033,0,3.0032,5.4765,0,4.2717,1.662,3.7977,4.4427,0,2.6433,0.69315,4.8903,5.5989,5.1648,3.5264,1.0647,5.5984,2.5718,4.0073,0,4.3276,0,2.6391,3.091,2.1972,2.0857,2.1759,3.8584,4.8442,4.6052,1.8262
24,5.1984,2.6115,6.6765,6.1775,6.2083,0,4.4998,0,0,5.3033,3.6109,5.1985,3.5553,0.69315,0,4.4427,3.0455,0,4.9489,0,4.0943,5.5058,3.8875,0.69813,5.2983,3.4012,5.8833,4.6821,3.8286,0,0.69315,0,5.3279,5.8075,2.8332,0.69315,3.3322,5.6205,5.2731,1.7918,4.6913,4.5951,2.6391,0,3.7087,0,0,4.3168,2.9957,4.8203,0,2.3979,3.1355,0,0,0,0,2.7389,5.4053,0,4.0073,0,5.7947,3.8501,4.3567,2.7081,1.0986,5.0173,0,0,0,3.4012,4.6444,4.3655,4.1427,3.4174,1.3863,0,2.5885,1.0986,1.6094,0.43178,3.1781,0.50682,1.579,0,2.6783,3.8501,4.371,3.4713,0,0,2.9444,3.8388,2.1972,2.6532,4.2047,7.0033,3.3322,4.4141
24,0,5.6659,5.8464,5.0562,5.4806,3.1355,4.9051,0,0,3.5264,0.69315,4.7792,0,1.0986,0,4.825,0,3.7377,0,2.6391,5.366,3.7136,0,0,1.7918,0.69315,0,2.3026,3.5264,0,1.1086,0.69315,2.9444,6.0702,4.7536,0,0,6.2896,0,4.8362,0,2.4849,3.9318,0.69315,3.4968,0,4.2195,3.705,0,2.8904,0,5.5255,3.4012,1.3863,0.69315,0,0,3.6697,5.0952,0,4.7791,0,5.0907,3.8918,2.4849,3.2189,5.5866,3.2581,4.4188,0,3.9703,1.9459,3.2189,5.689,2.785,3.8338,0,0,1.861,3.1781,0,1.3712,3.9703,1.6134,0.50682,0,2.2814,4.0073,2.6391,2.9852,0,0,2.6391,2.892,1.0986,2.6803,3.1355,5.1754,4.3567,4.2928
24,3.6889,5.921,6.1137,5.2149,7.342,0,4.1271,0,0,1.7918,2.3979,4.8828,0,0,0,5.583,0,1.7918,2.0794,0,5.8097,5.337,0,1.0986,5.0039,4.4067,0,3.1826,2.5649,0,1.7918,0,5.1705,5.9992,4.1431,5.2933,0,6.7003,3.8501,2.4849,0,5.2626,4.4188,0,2.7114,0,4.1271,4.9949,0,5.112,0,6.685,3.8501,4.7259,5.7272,0,0,2.6261,6.3276,0,4.7505,0,5.412,3.4956,0,6.1527,0.69315,5.0106,0,0,1.3762,3.1355,0,4.7386,4.3582,3.2213,3.9318,0,2.3428,0,0,4.3293,3.7136,0,3.3638,5.7022,1.8749,6.1225,2.1972,5.2149,0,1.6094,4.8828,3.8286,4.0287,2.5201,2.5649,6.5985,2.704,2.5209
24,4.4998,6.4272,6.6441,4.1431,6.1726,0,5.4205,0,0,5.0499,0,4.2767,0.69315,0.69315,0,5.793,3.3185,1.7918,0,3.4012,2.0794,4.5747,2.8904,0,4.5326,0,0,0.69315,4.7622,0,2.3026,1.3938,2.3026,4.8135,3.9703,5.3166,0,6.1442,3.091,4.625,0,0,2.9444,0,4.1444,0,2.4849,0,0,3.434,0,3.6376,4.1589,2.8904,0,0,0,3.0253,6.906,0,3.4657,3.2958,5.0642,3.0445,0,5.9428,4.3041,0.69315,3.3673,0,4.9416,3.6636,4.8752,4.5449,2.9554,4.0987,4.1724,0,2.1258,0,0.6831,0.79751,2.7726,4.7117,0.69315,3.6104,2.6679,2.7081,4.0073,3.0736,2.5649,0,3.8704,2.8904,4.1231,3.2453,3.6109,6.4036,0.69315,1.3455
24,0,4.7172,4.382,5.1299,6.1633,0,4.1897,0,0,5.3374,2.1972,0,1.7918,2.4849,0,4.92,1.0188,1.7918,0.69315,5.2095,1.9459,4.6741,1.7918,0,5.1705,4.5643,0,2.3561,4.6913,0,4.7935,0,4.8389,5.6802,3.8067,3.1781,1.3863,6.2442,3.9318,4.0072,0,4.2485,5.8833,2.8332,2.1599,0,3.4965,3.5902,0,3.6109,0,5.2887,3.4965,4.4276,4.4427,0,0,2.1928,6.0179,0,4.4444,0,5.032,4.7875,1.3863,4.2195,4.6821,2.7726,0,0,1.7918,4.4659,1.9459,5.2587,1.5239,4.2939,3.7377,0,1.5728,0,3.3673,2.5329,1.6094,3.2604,2.5518,4.6913,1.9272,1.3863,1.3863,2.7942,0,2.0794,4.2627,3.4158,2.0794,2.5289,3.0445,6.1944,4.5539,3.2718
24,1.0986,5.3145,5.0499,4.9053,6.0369,3.1781,4.852,0,0,1.6094,0,1.3863,0,0,1.6094,4.5433,0,3.6109,0,0,0,4.257,0,0,4.1744,1.0986,5.0499,1.0986,0.69315,0,0.69315,0,3.4965,4.6786,1.7901,3.4012,0,6.1771,4.6467,0.69315,3.4965,0,3.4353,2.0794,3.9499,1.0986,1.0986,4.3027,0,4.0604,0,5.3519,4.3091,5.9746,4.3944,0,0,3.8747,6.833,0,4.4659,0,3.2958,5.3519,0,3.3673,1.9459,2.8332,4.852,0,1.3863,0,0,3.5913,3.5004,4.5569,5.0562,0,2.9167,0,0.69315,0,5.0241,5.3942,2.1815,1.7918,3.3824,0,1.0986,3.6071,0,3.2189,4.6151,2.0794,2.3674,2.5487,4.1897,5.8665,4.5747,0.82855
24,1.9459,4.7685,4.1897,3.3322,6.0523,0,6.1985,0,0,4.7008,0,2.3979,0,0,0,5.7301,0,2.3979,0,0,1.3863,4.7707,0.69315,0,4.7274,4.3041,0,0,5.0876,0,5.0938,0.69315,0,5.9926,2.7726,4.4773,0,6.7469,4.2485,3.5553,0.69315,0,5.591,0,3.0573,0,1.0986,0.97078,0,2.3026,0,4.9558,3.5841,6.6307,0,0,0,1.6253,6.1266,0,4.6821,0,4.9697,2.0794,3.4654,4.8832,4.7005,1.0986,0.69315,0,5.5835,0.69315,0,4.4589,2.8495,4.1883,5.5459,0,2.8976,0,4.0431,2.4723,3.5553,0.87129,1.6174,1.9459,2.621,5.1474,3.3322,2.6906,0,4.9488,4.6347,4.1089,4.3761,2.5908,3.091,5.5053,0,2.7738
24,3.7842,6.1885,7.1447,5.248,7.2732,1.0986,5.0998,0,0,3.6636,0,0,0,2.3979,0,4.7727,1.8795,1.0986,1.0986,1.9459,1.0986,3.6889,3.4012,0,0.69315,3.6889,0,0,5.6419,0,4.9904,2.7081,0,5.3261,4.2382,2.0794,0,6.5806,2.1972,2.6391,1.0986,2.0794,6.0586,2.0794,5.8652,0,2.9957,1.0152,0,4.4188,0,4.6634,0,3.7136,0.69315,0,0,4.4875,6.9036,0,4.1897,0,5.4408,1.0986,1.454,2.7081,5.591,1.9459,4.2341,0,3.7612,0,0,4.8553,4.0908,5.1804,5.2149,0,1.881,0,0.69315,2.5273,0.69315,0,1.6429,4.7103,2.1401,0,4.762,3.749,0,3.0445,4.5649,4.4385,5.1157,2.59,4.3162,6.6644,4.5539,3.9543
24,2.7081,4.7381,5.9763,3.8918,6.8931,0,4.9537,0.69315,0,5.0628,1.6094,1.6094,0,0,2.3979,5.0102,0,1.6094,0,0,3.8861,4.2485,0.69315,0,3.6636,3.8714,1.9459,1.7918,4.1651,0,4.4067,0,0.69315,5.3817,3.1781,0.69315,1.7918,6.1147,5.273,3.1781,0,5.9838,2.1972,3.5553,0.81536,0,3.1355,2.4114,0,4.7274,0,5.2679,4.5617,4.4772,0,0,0,4.723,5.3285,0,3.7612,0,5.7004,4.6728,4.1281,4.5219,5.2933,3.5264,0.69315,0,3.6636,2.3979,3.1781,3.0086,0,3.5855,3.5835,0,1.763,0,4.5539,1.7084,4.4543,3.3618,0,4.0937,2.4723,3.0086,3.6889,4.5813,0,0,3.091,1.9459,0.69315,2.4656,3.2955,5.4765,4.654,3.6378
24,0,5.5738,5.1874,4.8828,6.4832,0.69315,5.1876,1.3863,0,2.5649,3.4657,0,0,0,1.6094,2.8904,3.7607,2.9444,0,3.2324,2.7094,5.05,0,3.2658,5.7746,2.4849,0,0,2.9444,0,3.3841,3.8501,4.1589,5.8949,3.7377,1.9459,0,6.3936,5.4205,1.3863,3.9703,5.5373,1.7918,4.4543,5.6152,0,3.4657,4.6413,0,4.804,0,5.5053,3.3322,4.382,0.69315,0,0,5.1314,6.6261,0,4.8752,0,4.8752,5.0814,1.3863,5.1648,5.5645,4.3694,0.69315,0,1.3863,2.5649,0,3.4102,3.736,4.6304,2.9444,0,2.7788,0.69315,4.3694,5.4397,3.9625,0.69315,2.1175,4.0257,2.6005,5.2095,2.9957,3.5921,0,1.0986,4.1109,2.7081,4.5995,2.1518,4.3307,5.6904,2.5649,3.4337
24,1.3863,6.2699,4.5433,5.6419,6.5663,2.8904,5.3566,0,0,0,0,0,0,0,4.0604,1.3863,1.0919,0,0,4.7533,0,0,0,0.69315,5.0434,1.0986,0,0,5.7833,0,1.9459,0,0,5.4553,4.7791,0,0,6.5668,1.4861,3.091,3.3326,4.5643,2.3979,0,0.69315,2.3026,1.6094,3.7043,0,5.6525,0,4.6464,1.0986,0.69315,0,0,0,4.3092,6.4001,0,4.7707,0,5.9145,4.4777,0,4.804,1.9459,3.9512,4.585,0,2.5649,0,0,3.9236,0,4.3626,0.69315,0,2.3952,0,0,5.8587,0,0.69315,2.3447,5.5334,3.1739,0,4.9972,3.0136,0,0,4.9345,4.199,0,2.1599,3.7842,5.5413,4.3307,1.1663
24,0,4.7318,6.4505,5.8141,6.8124,0,5.5985,0,0,4.6052,1.0986,5.2579,0,0,0,6.0799,0.72271,1.3863,0,1.3863,1.0986,3.3755,0,0,1.7918,5.961,0,3.9512,4.8443,0,3.989,0,0,5.4732,3.2581,5.7462,0,5.6276,2.722,2.0782,0,2.4849,5.6348,4.6734,5.838,0,2.7081,5.0818,0,4.0604,0,5.3376,5.9454,5.4163,0,0,0,2.4087,5.7236,0,4.2341,0,3.6636,5.037,4.1742,5.6838,5.4027,3.1781,1.6094,0,4.4659,0,4.8675,5.1356,1.1694,4.054,4.9416,0,3.1135,4.3697,4.7449,0,1.0986,4.5967,1.7766,3.8918,3.1921,0,4.4543,2.0554,0,4.4188,4.9767,2.0794,2.7726,3.2336,3.6376,6.8533,4.1271,4.4436
